"Concentration","DistanceToAirport","Precipitation","DistanceToMilitaryBase","DistanceToLandfill","DistanceToFedCWP","DistanceToAg","DistanceToChem","DistanceToRubber","DistanceToTextile","DistanceToApparel","DistanceToFnB","DistanceToFurniture","DistanceToLeather","DistanceToMachinery","DistanceToMiscellaneous","DistanceToPaper","DistanceToWood","SOCTonsPerHA","MedPFAS","PopDen","STUSPS","Median.Earnings.Inflation.Adj.2020","Bachelor.Degree.Percent.2020","Bachelor.5Year.Change","Bachelor.10Year.Change","Earnings.5Year.Change","Earnings.10Year.Change","Longitude","Latitude"
19,9.73291192968542,1209.29,9.34006083230536,9.35344290909874,7.73195950111693,9.10422472490296,8.16572915289773,6.84816553254157,6.84816553254157,9.09314156045568,8.38804022434616,9.16065588940168,9.06818844414897,6.76638370982033,9.13435911875337,6.83961857897912,9.10422472490296,25,"Low",186,"NJ",59378,30.3,3.5,-6.2,342,4883,-74.63381,40.21238
19,10.6755005525584,1327.8,10.0122190995702,10.2683588924046,9.66677851499357,10.0516274879186,7.69463142581355,9.06857489008544,9.6173642165689,10.2189991547539,9.12696555393401,8.84652572472792,10.4113135396515,8.93975233097915,8.84914693411505,8.77338806062347,9.64232431762849,30,"Low",139,"NJ",101034,38.9,0.100000000000001,-29.2,0,17511,-74.669379,40.77762
19,10.5714042898287,1306.43,8.99196373483898,10.1400521386356,10.0911697119792,9.88729382077126,7.14252766429443,8.49317341805205,5.98676433815513,9.54969927446323,7.97181812854737,8.10012226403844,10.4288204416565,6.85237338727646,6.88690320676655,6.85237338727646,6.94892535718396,160,"Low",175,"NJ",38397,14.5,0.9,-6,7375,8220,-74.55731,40.88274
19,9.98370252302609,1248.81,9.97093973451422,9.97557522386489,10.0610314510186,9.87167154553091,5.14456015964561,8.20518792179168,9.09060519500308,8.79819340437479,7.08769515617561,9.00193718916605,9.80119141774495,4.35713838112899,7.64236172859436,7.71903090605768,9.46594520936303,18,"Low",177,"NJ",66792,31.6,8.5,-8.9,3780,10405,-74.36381,40.8192
19,10.6761292442592,1300,9.18123801951585,9.59374439401209,10.6349075316419,9.98621368552031,9.00923211681727,8.21660201445377,9.76934925246466,9.2937644624897,9.68675003873795,9.29243146287617,10.4231474986346,8.21660201445377,9.08237242930135,9.39521476884124,8.37944882889044,25,"Low",129,"NJ",77896,29.2,5.7,-7.1,21477,22635,-74.51183,41.03798
19,10.6111868717432,1328.78,9.99275167495987,10.0568718392774,10.5671030348288,10.2928291107469,8.69523171952058,9.16034655432693,9.58015759378856,9.64902453379806,9.61560740190459,9.67151774935995,10.3456298905888,9.16353086212174,9.50897426172196,9.17447775586336,9.10630411523703,26,"Low",138,"NJ",60833,24.1,0.200000000000003,-11.6,7321,9446,-74.39358,41.11433
19,9.1007217881425,1174.19,8.95725019853939,8.94650516351482,10.5497405567528,9.0820904843587,7.47211152674406,8.55758616309629,9.57284115567294,10.0999955130848,9.28734025441939,9.73966867039597,10.0612676083159,8.92274931706339,8.55758616309629,8.78089904007367,8.96299956967676,40,"Low",213,"NJ",45731,10.9,-1.3,-8,0,6076,-75.51666,39.6375
19,10.5008105712324,1278.93,10.2333642408594,10.3218820404666,8.69999910771844,9.73603516395266,7.48199694670511,9.18804310527237,9.61273090844293,10.1564365629686,8.58218911362489,9.03261178713276,10.0642458380012,8.70840725198597,9.34614395405234,9.49557839589852,9.31778964806514,49,"Low",152,"NJ",76707,38.4,4.6,-20.6,11022,24575,-74.59888,40.70783
19,10.8681208550665,1279.87,9.5117054832535,9.7952960352235,10.3867338784609,8.76182656200799,7.9584830948568,9.26523598633477,9.48575249906312,10.0582290472499,9.30517927929299,8.25851719398399,10.7405198197304,8.43362840551325,8.86494429027596,7.53861114175068,9.44899380539928,90,"Low",144,"NJ",57246,30.1,6.9,-3.9,5144,6235,-74.7032262,40.9344977
19,10.7842872281091,1320.21,9.27865633941458,9.18262554998046,10.6593969540675,9.77467334196386,8.21055434657629,8.50458952997982,9.81036077055858,9.01160172841683,9.69508583425256,8.88594862069345,10.5613532170982,9.0213435693483,8.42341234896201,9.26283089413083,9.10623829139134,84,"Low",129,"NJ",74473,36.7,-3,-18.7,0,8419,-74.57119,41.04838
19,10.8472290442628,1279.87,9.5586784127404,9.91714857462148,10.3194933905606,9.00831651609673,7.65760146253478,9.09464751862198,9.42966886975757,10.1461400581036,9.26468665785109,7.77802830381766,10.7394560850358,7.73940926880965,9.0891274827343,7.31832622247347,9.39867829503432,34,"Low",144,"NJ",57246,30.1,6.9,-3.9,5144,6235,-74.70418,40.91348
19,10.8462325947612,1244.3,10.1309532847686,9.57635910234174,10.4848980284914,10.2771634368393,8.2580197755355,8.18527410356694,10.248979390108,8.87479394944761,10.0856551267091,9.12537778348166,10.7132018175451,9.06203393072161,8.87385287202914,8.62968129002089,9.65021583437588,84,"Low",155,"NJ",52940,14.4,-7.2,-20.6,5326,3431,-74.54164,41.17985
19,10.7144293085992,1219.58,10.3229223759029,9.89518139633627,10.3368654794577,10.4760159132964,8.09532977933612,7.66191611756814,10.2889788156936,9.50737789189265,9.82093700791332,9.05079122036696,10.7365631414109,8.06575407774376,9.51301019969305,9.3912469280009,9.86710789830386,106,"Low",128,"NJ",46961,19.8,1,-3.1,4714,4539,-74.49439,41.22496
19,10.874912461699,1284.29,10.3148459438458,9.34267279797965,10.4819351856944,8.71592852046696,8.30677000924906,9.05558965664834,9.30335198975251,10.5536093993734,8.47428430936816,8.42815752278798,10.5252937198776,8.42128440370128,8.57609164907658,8.57643340834634,9.8740262325987,127,"Low",159,"NJ",58098,30.6,5.4,-11.5,9741,5220,-74.88398,40.86647
19,8.54143347521791,1039.63,10.2193512537549,9.4162582127555,10.2630112832779,8.67603570397726,7.53849095172123,7.76695725637088,10.8475862150488,10.4278196268981,8.87560112355811,8.39672418360784,11.330725019847,7.74346245432507,9.23810123654836,8.44690724060615,10.1379739525132,53,"Low",194,"OH",44505,21,-0.199999999999999,-7.4,7652,9101,-81.85545,41.365879
19,9.90289457709131,1041.8,11.0407665009476,9.3244808438787,10.8620700639313,9.57387066219328,7.13085492908076,7.74639073150754,10.5272696820658,10.9959157840256,7.27208816244657,9.66861645637257,10.2686822345315,9.37257700066819,8.58567197669851,7.45289315328241,9.80401019862941,41,"Low",114,"OH",37227,9.9,1.5,0.0999999999999996,5297,7604,-81.5312358,40.7496594
19,10.3444639780669,1120.66,10.9138412196334,8.80202893700024,10.5076698229219,10.630793570561,8.00223226679229,8.49578645616685,9.76988346172454,10.1771438323736,9.57716886442641,9.56249141393386,9.3069236295123,8.12956005084897,6.23146211705207,8.01078874927095,9.12715278954474,34,"Low",136,"OH",57461,32.9,0.399999999999999,-13,0,6490,-84.24087,39.346231
19,10.9785825521033,1129.46,10.3378939885638,9.1339080456019,10.2499444556193,10.388855134171,8.31622636059027,9.81453604163728,7.26972677098987,10.8850767734688,9.62827763246766,9.10116375100603,11.7367276719522,9.03043307906758,9.28385638882796,7.36791081604649,9.07203380512538,32,"Low",116,"SC",34268,16.6,2.5,-4.8,6048,3845,-80.602312,34.244937
18.9625,11.4437910847934,688.4,11.2830826864606,9.47386098826959,11.7484279912969,7.9288720243227,7.35617346510864,8.37983272746562,11.1698647781496,12.134845735642,8.25480063644994,9.39222803864759,12.0200258087235,8.32516524725197,8.39610187758853,8.83482342558539,8.68512990551659,85,"Low",200,"CA",36150,24.2,0.300000000000001,-11.2,3455,4745,-121.854311,39.740723
18.9333333333333,9.92318853226651,318.51,8.67561763801688,8.39306836993516,10.3347679401073,7.47230869500834,7.36538362052198,7.29227254476497,7.78347100319855,9.68843296288866,7.59687439136702,7.53113661437764,9.83369059855575,7.27288478874929,7.37723935010541,7.24932365031641,7.45767690363406,21,"Low",209,"CA",45295,19.5,1.4,-3.6,4802,4774,-117.586778,33.873142
18.8888888888889,9.09670274607464,274.34,9.04461974870678,8.51023785217803,10.2349597895713,6.6682945683216,7.77180512421873,7.99116641238379,9.12407457400253,10.1925561956945,7.83605115511039,8.45811647617641,8.57255454601212,7.9483715692035,8.01469313751063,7.93663590575986,8.49019774989304,50,"Low",180,"CA",41078,14,1.6,-3.7,5618,2073,-117.537882,33.995231
18.84,9.53948393306896,321.9,8.68994397925568,9.76203036206963,10.8999812518912,9.21157172497259,8.02856900829551,7.65470008885312,5.45679070349253,9.03786330327383,8.1480183778302,8.05879088401548,8.75044853626664,7.96863495477873,7.97835697706606,8.28384706341082,8.67940638275621,21,"Low",225,"CA",36290,17.9,0.799999999999997,-2.7,4929,5061,-118.001944,33.824444
18.8,10.5514101772202,722.03,9.58254034310229,9.78901812826522,11.7684276974031,9.26470556923339,8.93970852062284,10.292542874098,10.8921168092801,10.9406920593148,9.44368365462019,9.32159292226948,10.9347630682683,9.44067824650016,9.31965173705422,9.31907386117469,9.66427289256579,121,"Low",54,"MN",34814,14.6,0.9,-3.3,3030,6801,-94.35591,46.08966
18.8,10.6600903028317,663.68,10.3462846391657,9.69281157918877,11.3637755719053,8.20683062054746,8.76275748777808,9.57792002898431,10.5321232709568,10.9870574322782,7.86163411110795,9.6244183232766,8.35616994726273,9.61551364038698,8.34905035727182,8.94922601039103,9.30157935918887,45,"Low",84,"CA",50982,23.8,3.1,-4.7,12061,11113,-122.29063889,38.32561111
18.8,10.64983,921.78,10.68006,10.04028,12.02378,10.53457,7.995879,6.620404,10.22365,11.54285,6.905022,6.34053,11.84545,7.257586,6.34053,7.092377,6.401546,103,"Low",78,"OH",36690,13.6,-1.5,-7.4,5305,5228,-84.3065469,41.5211332
18.8,10.36774,1404.17,10.33067,9.967586,11.19756,10.32503,10.01095,10.02525,9.87878,11.20584,10.12247,9.512976,10.66721,9.977495,10.01728,9.87878,9.08445,101,"Low",71,"MA",53021,19.8,-0.4,-12.9,0,13401,-72.9400492,42.3904076
18.76142,10.73372,1306.93,10.45011,8.92663,10.39883,9.260707,9.245936,9.308415,9.617451,9.993406,7.800623,9.731784,9.426018,8.483517,6.969821,6.894256,9.784953,55,"Low",129,"MA",52294,17.6,-2.1,-6.3,7638,10229,-70.9111517,41.8931576
18.75375,8.11374,1258.37,10.43925,8.057921,10.93211,10.5458,8.428898,8.436606,6.694532,10.51136,8.313695,6.304493,9.610816,8.220943,8.444124,7.691103,8.428898,208,"Low",179,"MA",53452,24.2,5,3.7,17879,16881,-71.875,42.2373
18.7230769230769,10.4333681251214,434.77,8.87642188538037,9.44052967169313,11.6532108045522,9.27240669034754,7.33234104603137,9.24497687845263,9.01758229635287,10.6073130875921,9.2724860803658,9.91211434162757,10.0521284316264,8.20624217563866,8.2116935291785,7.92350372927134,9.9083742770294,33,"Low",166,"CA",96081,36.4,1.1,-22.7,16338,22734,-121.837888,37.685681
18.7142857142857,9.05785549196877,326.31,8.24546773960424,9.51023680990112,11.0964894057684,8.17342176918419,7.89206312975798,7.66910216143719,8.50520446841973,8.07599821587183,7.40199970614544,8.29598266315565,8.85561166865074,6.34750225565888,7.65764578833498,8.41623524760151,8.52882183959628,11,"Low",225,"CA",36235,13,0.6,-4.4,4166,2217,-118.110674,33.886769
18.7105263157895,11.0470539788701,303.5,9.10458648953762,9.10872883261921,8.01902728123441,9.7411696589269,8.84457740900866,9.10935551599183,9.91286896721209,9.91286896721209,9.14239502289385,9.32201256260146,9.9580122316276,9.14091285090146,9.14091285090146,9.85030666070805,10.5949750938735,55,"Low",192,"CA",25856,9,-2.7,-1.9,0,-3656,-117.37001,33.29447
18.7,9.38673201126691,889.52,9.49017859434609,8.23785096369599,12.5859341201366,10.4059988095834,7.54249220802957,7.15531294281868,11.1260237340189,11.8081694533852,6.24480044541771,10.8681784371718,11.2547419023827,7.15531294281868,9.77146872927386,8.15315716407461,9.34420970091988,56,"Low",146,"MI",48909,25.1,4.7,-4.2,0,9091,-84.73311,42.77203
18.7,9.58870947675769,239.29,8.36484530010463,9.12781237020169,8.86405708419347,8.53589665320423,8.16353824973035,8.88626554576803,10.279166964713,10.274175193941,8.23541648828778,8.11246159415546,9.17597604348404,8.11246159415546,6.70468760615582,9.09003561577979,8.32547641358606,23,"Low",212,"CA",40739,17.2,1.6,-7.8,7068,4905,-117.0993501,32.6269371
18.7,8.53771424433907,302.26,7.43896146869458,8.77702610957637,8.71487458104776,9.72422286260186,8.16319012646317,7.97808478939887,9.6901083072729,9.68137461903702,8.33162404785425,8.13832601572172,8.26290012433835,8.27327258433612,8.26290012433835,8.17830237526005,9.09119183366593,22,"Low",227,"CA",51104,34,8.3,-1.6,14878,13777,-117.135951987,32.739503595
18.7,9.96107345151217,337.3,9.73420725244327,9.08010369598175,10.8691446447533,7.89084812157043,6.21332961975297,6.33576003193703,7.41114811726429,8.77895988891332,5.26104188285723,6.47839501267685,7.81376466820502,6.28666092905499,7.48092829607045,6.07109878768333,8.11997944451879,61,"Low",209,"CA",47645,27.5,2.7,-11.4,10547,7919,-117.8906291,33.8650817
18.69,10.3763,1236.07,9.580991,9.623703,10.84628,9.85522,9.087023,9.394925,8.904668,9.508257,9.178105,8.724981,9.511914,9.087023,8.725277,8.904668,9.416325,123,"Low",144,"MA",93711,38.8,2.2,-21.6,0,26199,-70.9977456,42.6625764
18.6,10.2242120311209,522.16,7.54782352309002,9.72872794849324,11.6453524883536,9.69590779352206,7.83032865745721,9.70508832091733,9.59293438222796,10.5788466850168,9.71912553415359,9.69008788683057,10.080764548471,7.4918968827619,6.61778459208791,7.14795778645241,9.68598063287075,55,"Low",202,"CA",88483,38.8,4.59999999999999,-6.3,0,24587,-121.90807,37.71576
18.6,9.01935936215421,310.51,8.77726396113446,5.64499177165504,11.1315521779728,7.67807536439133,6.00614658124964,7.64791213822324,8.50534188715859,8.91928660555432,7.96650175387802,7.99628162891849,9.31135216659403,7.67795609694568,7.67878281042933,7.81355507400808,7.97907068432818,11,"Low",195,"CA",40196,21.4,3.2,-3.6,6921,6733,-118.2389081,33.800575
18.6,6.43520417033687,480.93,9.40968428386395,8.89992380972614,12.6175705646505,9.27609423653388,7.79391101222965,7.37675847673531,11.8966465156112,11.873612228037,7.5240468517381,10.6280368383645,12.3499018712783,10.5925059203481,7.95518845350279,11.6722144420921,11.8731098632543,74,"Low",123,"CA",47258,29.9,-0.800000000000001,-16.3,6627,5935,-120.640277,35.242222
18.6,10.2689,1219.96,10.09299,8.819767,10.57797,9.782289,9.367708,9.049543,10.60724,9.750766,9.721203,9.928959,11.50868,9.148492,9.450958,9.249819,9.77629,53,"Low",143,"OH",48281,27.2,0.9,-8.7,0,7897,-81.3375215730601,41.52089605
18.5928571428571,11.397517544411,771.52,10.6873863152992,10.0341006693203,11.4502271872519,5.14167473362029,10.0913796628549,7.69602125280958,11.063221281806,11.9429274158646,7.1802631847313,9.86643112667605,11.9099786866391,8.48790632996905,8.2784671318759,8.62249787771953,7.11718921526913,10,"Low",109,"CA",32791,8.8,-0.199999999999999,-3.9,0,5681,-121.552655,39.495248
18.5375,10.557641579168,382.37,9.50950101100412,9.06783437782031,11.6394576338217,8.16210549060129,7.41165731369748,8.28719600991202,7.41165731369748,10.7179735687133,8.21110034828988,10.1133307219639,10.2098575976331,7.88756087656543,8.4795863951354,7.92836052949971,9.95332178020152,39,"Low",111,"CA",80936,30.3,3.1,-8.8,22638,22565,-121.757127,37.680161
18.52,9.96599589991972,1117.15,12.2960834535483,9.10181644245509,12.4627775840378,6.87471142497244,9.06095164922223,11.9232394425393,12.2107394379655,12.8129376546571,5.70662624818413,9.28889968786828,12.4456375529718,8.48243156100149,9.31855511980737,6.93429119513452,5.11670583564609,20,"Low",112,"CA",30953,20.9,4,-1.5,4997,5642,-124.1848404,40.7956457
18.5,10.1222100125755,556.6,9.64685567724939,8.47539253661208,11.6104012967447,10.0870774222649,7.78235549249992,8.21908358892318,9.66068960475755,10.0309996154729,9.0939345816976,8.28830300777995,9.49913477042329,6.33186449687172,6.97867593802095,8.82082232323204,9.8073902417032,89,"Low",225,"CA",38717,15,2.1,-1.3,7450,4407,-122.3404041125,38.0002012666
18.45764,10.56361,1267.73,10.10012,9.680533,9.853772,9.857908,6.810913,8.793681,7.083893,10.44885,7.772236,8.599991,9.594442,8.018323,8.018323,8.054786,9.467495,44,"Low",164,"MA",60335,23.9,5.1,-7.7,10425,14047,-71.4746436,42.0869493
18.4071428571429,9.51980680080225,324.11,9.28367887286732,9.80222346326148,10.7566230092351,8.69663044079519,8.26736402955866,7.86151884931704,8.7260074398065,8.39124175210457,7.98704943976211,8.43501164367719,8.46335259777109,7.86151884931704,8.42283658048017,7.90938370535086,7.94720759201984,21,"Low",226,"CA",36626,18.3,3.9,0,5619,4684,-117.936224,33.784169
18.325,9.42536256251821,329.43,9.79981524668925,9.2893670335474,10.6772795407898,8.26430698372304,7.11981727132827,7.27032186756346,7.11981727132827,8.336057067341,7.26108047866048,7.4450486098452,8.59346919456574,7.26108047866048,7.34120650459661,7.80297566446329,7.88922594105242,20,"Low",234,"CA",45731,25.2,7.7,-1.7,10126,5295,-117.857413,33.786734
18.3165,10.51939,1296.34,10.68902,8.216585,10.22115,8.835007,8.315295,8.635853,8.978508,9.063862,8.58402,8.4518,8.430397,7.278313,7.444924,8.539242,8.372219,254,"Low",174,"MA",51786,19.2,2.2,-6.3,5360,7373,-70.9592096,42.0334341
18.3,9.08361089542433,326.31,8.61146902626771,9.55210076236145,11.1236529252539,8.43570353131223,7.64531992555401,7.15587872853627,8.15905498784562,7.15587872853627,8.08766927618628,8.15960902186788,9.09627100631977,7.6094279513091,8.11450045313735,8.21482136392155,8.13402977068229,11,"Low",225,"CA",36235,13,0.6,-4.4,4166,2217,-118.129606,33.894622
18.26105,10.05519,1283.59,10.39871,8.676698,10.28997,9.706659,7.458071,8.030496,8.091934,7.359421,8.44811,8.49854,8.54891,8.466805,7.489319,8.581058,9.397507,134,"Low",179,"MA",53660,20.1,0.9,-5.1,0,10817,-71.008958,42.1552232
18.23,10.35583,1414.03,10.3448,10.27414,11.2548,10.7816,9.89292,9.806674,9.841274,11.27491,10.30799,10.19526,10.72622,9.933652,10.15291,9.734157,10.08988,146,"Low",71,"MA",46335,19.5,5.2,-19.3,6196,-6582,-73.0933185833333,42.1953695833333
18.1488888888889,9.99213014596664,371.88,9.69513671569719,8.70198361694152,11.293490826316,7.3435027559489,7.07702433456678,6.02053934260144,8.02685514962321,8.14414902449317,7.15623584530758,7.03772855976214,7.59413046132454,7.15605983154802,7.18641822583153,7.09785628343338,6.98282223064044,17,"Low",224,"CA",33857,7.6,3.1,1.2,7721,6550,-118.169664,34.013467
18.1214285714286,10.29666191825,557.49,9.82998078482437,8.1966985226157,12.5255991452466,9.15768360291115,9.15220508260105,10.2202895857857,11.801261368913,11.8942720461745,8.1339478334212,9.41800475964465,12.2352276808518,11.1214595638549,9.38322611008751,11.6787555247876,11.8936371101865,17,"Low",84,"CA",44658,20.6,-0.799999999999997,-10,226,2724,-120.661134,35.502546
18.115,10.31744,1292.12,10.47093,8.687019,10.2517,9.396566,8.447451,8.726514,8.747965,9.222317,8.805794,8.86974,9.876727,8.86186,8.708279,8.963149,9.585954,212,"Low",120,"MA",60289,29.4,10.5,-5.1,0,16336,-71.0655834,41.7944569
18.1,10.8479965192434,322.2,10.1504994712663,9.60003524859049,11.7831928082015,8.35264594768768,8.58472744838484,8.68277275142326,9.68158366917208,11.0014463196386,6.27497037970951,8.68277275142326,9.56626231098603,8.82462671979563,9.34970697357215,8.90291097115113,9.14451655779016,18,"Low",102,"CA",32690,9.7,-0.100000000000001,-3.9,4361,5958,-120.94963333,37.49246667
18.1,11.3197296375181,1182.79,10.7164721463835,8.95584137151734,11.3027050279964,9.74067220418264,7.98820934712803,10.5203880719015,8.33460759733096,10.7300386285651,8.58925060267243,10.5827447710417,10.4934575232444,9.87885270302952,10.3131925914181,8.36576320055463,9.7226580245704,68,"Low",108,"ME",41351,24.9,-2.4,-24.1,8932,4407,-69.791336,44.286011
18.0695652173913,10.9381574048533,276.68,8.7813074585963,8.84673446814211,9.23936819219312,9.84653172642964,9.5284599667167,9.51805346766342,10.1876125854614,10.1876125854614,9.54194701632284,9.77283047719476,10.2264768916717,9.54998394966667,9.54998394966667,10.0943161490983,10.7263541778859,30,"Low",117,"CA",25856,9,-2.7,-1.9,0,-3656,-117.451645,33.308178
18.05,10.2239321175771,395.58,9.83239330212636,8.19540926599425,11.2749531287762,8.94606922717949,7.32453899471774,7.58109701830181,7.63471941131776,7.96503895353629,7.5200063480296,7.44065593064204,8.89935742730337,7.82309127370779,7.91548192988408,7.99225047108643,8.51752465305221,17,"Low",224,"CA",30490,17.7,4.8,1.3,5030,3141,-118.08955,34.059745
18,10.7968546948338,1425.28,10.8041696085111,10.4128029526049,12.0080624947961,10.0289420739405,7.44299910670747,7.98037538358345,9.52819231788727,11.8984392324122,9.47569664027229,8.60927759656528,12.0650030997477,10.5007257814324,9.47305225472391,8.60172413658409,9.26534183037393,22,"Low",105,"AL",34939,3.8,-1,-5.7,0,11173,-86.353437,33.277938
18,10.19490387442,433.24,10.2157580243484,8.49443527503098,11.0315041228799,9.07447267534669,8.3093911097729,6.66437936630791,8.87482340964247,9.67702667840713,6.83420232060364,8.50043884015458,8.67466026226058,6.79481475002955,7.99666032800462,8.71191357534051,7.76581098578361,11,"Low",190,"CA",40207,15.6,-0.6,-6.2,0,1751,-117.8888107,34.0872609
18,9.51577328244058,439.68,10.0341703862154,8.46662702413138,11.9989397344388,9.59868458410628,8.55358006722602,8.83557346652953,8.83557346652953,10.3318632877717,8.85643611047999,8.93461656334964,10.3163823362912,8.2520358012688,8.25229112228817,8.91462246150744,8.93461656334964,64,"Low",208,"CA",62290,29.2,6,-4,14314,14653,-121.874908,37.248522
18,10.6545639318026,995.7,10.6553156821254,9.92903401755734,10.5428224925812,9.99347276765299,8.29364110888041,8.44369937046807,8.14883922099991,8.76730518292091,8.81472893089041,9.77404700131244,10.6407235646555,8.29468399315812,6.00034817882896,8.46607219477764,9.4429723658452,65,"Low",162,"IL",54497,28.5,5.2,-1.1,4453,5845,-88.341562,42.178313
18,10.2014524944466,1127.86,10.2033760191588,8.37145252338246,10.0170620604331,9.60808920778806,7.47829317167551,9.26491050739368,9.61797623956276,9.62463875049791,8.91112072450887,9.83424446455695,9.8823842781812,8.16606676378714,7.69893435030843,9.2189792524558,8.28155468410647,68,"Low",150,"IL",60102,29.6,2.7,-15.2,0,14672,-90.040312,38.795187
18,10.3638983450866,1251.59,10.0453395620518,10.0336627526219,10.1707977571208,10.1733693403567,7.92056447205871,7.84131479062233,7.84131479062233,10.6096873358875,9.10821910048402,6.13571761653151,9.66709795403768,8.45688060627875,8.47598822338149,8.42805009938075,8.96885980914281,44,"Low",160,"MA",62490,26.4,-5.3,-18.2,6791,2087,-71.539812,42.128937
18,9.93116766658224,1268.4,9.69491236653302,8.59528237591073,10.259339688533,9.58505519250044,8.02623493998968,8.02623493998968,8.65279353897091,9.62528862750352,8.1628788963185,9.42039816715693,9.37453229565321,8.02623493998968,8.17839397386382,8.15910198745284,8.26928171097906,44,"Low",195,"MA",67684,30.1,2.9,-14.1,0,15993,-71.181438,42.233438
18,8.76267939368838,1204.72,10.1898086336929,9.61104242678989,11.4828988347774,10.1708220073909,9.02301288393969,8.94630241017426,10.9608103177908,10.9737317697881,8.99483091310976,10.766014045303,8.64226556360424,8.95433498797632,8.64226556360424,10.4007208196874,11.2072193977259,81,"Low",168,"MA",39528,16.3,-2.4,-11.4,0,7898,-70.213688,41.640812
18,11.0435278104472,818.27,10.5972651374084,9.661228304282,12.0901661743742,10.9052809967848,9.93454101813973,10.3448528835781,11.6278672039452,11.259120227352,10.4211184019745,11.1620741993559,11.9867404184302,7.4685823711013,10.8895395756842,11.1574621149254,7.03046902988644,11,"Low",77,"MI",29917,8,3.1,-3.5,0,11469,-84.305569,44.8839
18,11.0655331150401,860.47,11.5100440274764,10.5892521381784,12.6512457793036,10.1493702846599,8.80313908417978,9.30631177090265,10.9129985680927,11.9836336943818,9.96433145716162,10.7979497574038,10.0916748541546,8.4969312886417,9.00063956195203,9.94995673049727,9.10221719318414,52,"Low",94,"MI",33309,19,0.600000000000001,-13,3775,3794,-84.858787,43.639024
18,10.5885348381516,932.23,10.8084117391541,9.48566122987901,12.5421731079312,9.17181969207576,9.83975414532424,8.27955844495153,10.6073383520694,12.036924647704,9.6550935483379,9.98432710217518,10.6035792350195,8.51572418162425,9.97768359250484,9.98279856941225,9.61904292309728,32,"Low",88,"MI",35749,8.7,0.0999999999999996,-2.2,9882,9834,-85.073008,43.017365
18,10.9260863745212,959.12,11.2070010344884,9.92400595189279,11.9986876930986,10.4759204975436,8.88502675489998,8.80045499141128,10.2858414926454,11.2730275852503,9.91960500087787,10.3494788035646,10.7492462531165,8.91672019590963,10.364654226947,8.73197923388805,10.3073752427954,66,"Low",116,"MI",35031,16.3,3.2,-6.2,6254,5433,-86.210179,42.346972
18,10.310439700636,1000.84,9.9646307316843,10.1314603368528,12.3580517163132,9.89940017170699,9.4963504095127,9.88640802830463,9.9414448389829,11.312668817517,9.2722906194034,9.05793112420915,10.5805514801545,9.79068927928041,10.1836429029305,9.85004145682609,10.0169083741101,38,"Low",89,"MI",38158,7.4,-1.4,-5.3,0,5122,-85.2210716,42.122357
18,9.032477106103,865.4,10.6687100526489,9.69886277411313,12.3443701134716,10.8443967316258,7.90466365634086,8.93477361269136,10.1517737040134,10.8057701123784,10.2225841473334,9.7027050227076,10.0970111024305,8.63628509971728,9.63451257152154,8.15147360150953,10.2287703486342,41,"Low",165,"MI",47188,24.6,3.1,-5.2,5463,9628,-83.4531915,42.7366529
18,10.0810995044044,1156.49,11.5107775513438,9.36832113963108,11.4206427671992,10.0250636426118,8.54361740552254,8.94450469640505,8.69671086040505,9.70880597504884,9.21707864596384,8.90856338611309,10.1153750482405,9.38815420596886,9.33628570709445,7.29259250607587,7.29259250607587,18,"Low",134,"NC",37167,13.5,1.4,-2.4,3947,4845,-80.247321,35.920098
18,11.1881417444602,1193.61,10.593193472508,10.1683429272486,11.1589738554453,9.34752385962374,9.2351065474157,7.92259391450932,9.34514708673547,9.9775238835861,9.9775238835861,10.0960469934453,10.4201518872302,10.2151979311719,9.34835263730511,10.0783969067199,9.34835263730511,24,"Low",87,"NC",41600,10.1,-0.300000000000001,-6,0,9803,-79.07444,36.484081
18,10.2416781923073,1210.14,10.3812616456273,8.9279544538196,10.6371093944077,9.1805240946823,7.72246354971635,9.03055414003398,8.79031152413202,8.9204802216318,8.71100752692083,7.98135952414433,9.58982614078932,8.7716249710972,8.55284590888503,8.83011955823209,8.06697306463764,212,"Low",151,"NH",65432,25.3,-7.1,-17,18670,17932,-71.120272,42.832281
18,9.68060077786254,1153.39,9.66986376672916,9.07495200636838,10.0073566654303,9.47690827608812,8.96696556391024,9.438101983355,9.19210750603026,10.6070509640789,9.51432532973922,9.86020069799986,9.7432869225242,8.55471954718756,7.60566663596841,9.70261993979497,9.0759485787921,34,"Low",100,"NH",60772,29.5,-4.8,-20.9,0,17454,-71.008922,43.125872
18,9.61581238679786,1199.9,9.87647646402769,8.62850140803349,11.1320142646329,8.28297466801153,6.73325857259692,8.62546911793019,8.24764736097687,9.94173209213848,7.74656923260997,8.16183643729733,8.5137240070069,8.04644084742893,8.11722486799265,7.06483354601818,8.16183643729733,120,"Low",147,"NH",59826,29,0.100000000000001,-12.8,0,11798,-71.4876593,42.8033433
18,8.34145562736361,1211.69,8.03464632829091,8.41622604924614,11.1936123145988,9.45179290678468,8.51545165207814,7.76005697917277,10.362484111421,10.5368896695505,9.59728317418324,10.1587550076163,11.1657049708385,8.00860323163371,8.92278242343924,8.83105257325066,6.20754432303323,32,"Low",137,"NJ",42863,22.3,0.699999999999999,-4.4,4604,2039,-74.592275,39.421766
