"Concentration","DistanceToAirport","Precipitation","DistanceToMilitaryBase","DistanceToLandfill","DistanceToFedCWP","DistanceToAg","DistanceToChem","DistanceToRubber","DistanceToTextile","DistanceToApparel","DistanceToFnB","DistanceToFurniture","DistanceToLeather","DistanceToMachinery","DistanceToMiscellaneous","DistanceToPaper","DistanceToWood","SOCTonsPerHA","MedPFAS","PopDen","STUSPS","Median.Earnings.Inflation.Adj.2020","Bachelor.Degree.Percent.2020","Bachelor.5Year.Change","Bachelor.10Year.Change","Earnings.5Year.Change","Earnings.10Year.Change","Longitude","Latitude"
8450,6.0001102142454,363.96,10.42935247905,7.85144067457892,11.3711143121671,8.36489045993119,7.71930934785764,7.8111933252799,9.99582207602043,9.91924200289004,7.75436035014022,7.8111933252799,10.5305230892035,6.51955051666133,9.08322462520902,7.38043463509785,7.73941918452057,85,"High",156,"CA",33808,8.3,2.6,-1.2,8459,7449,-121.238929,37.89065
8230,10.1489829151086,622.24,9.9466670591296,8.57624413844419,11.676863151502,9.68949263286189,5.52029170607108,5.68828977479305,9.10761078312806,9.52258390114994,6.38600880760133,8.05625657921673,10.013958169788,5.68828977479305,7.75026569341022,6.89115142810802,9.39077180215619,36,"High",225,"CA",40251,18.4,2.7,-5.7,8623,7924,-122.364379,37.921083
7946.85,6.5940293538543,487.52,10.8649750330042,10.1866467020804,12.3504687333934,7.3705039179416,7.74014690153057,5.98303298070189,11.14035388686,10.9983622571955,7.3705039179416,8.27470116616817,11.9429847839222,5.98303298070189,5.98303298070189,7.31497739614433,10.860405080057,37,"High",182,"CA",43938,25.9,3.1,-19.6,3210,6995,-119.8399711,34.432765
7567,9.12602741050081,1192.36,10.5002319606375,8.63050495424502,10.0493764685446,9.83701183396131,6.38260415941463,7.75043908074855,8.80042541512751,10.373723451615,6.58742758526739,8.09591681790267,10.4869329491111,7.95620943202515,7.31884541636991,7.36632653706974,9.17324851568853,133,"High",213,"NY",54967,24.9,1.3,-7.9,7800,6331,-73.516937,40.754562
7180,8.25741004323036,362.92,10.3141921359419,7.28694776513727,11.3944737752969,8.04040261297857,7.0172510750792,8.25185806114674,10.01494562239,9.86639761505387,8.04040261297857,8.70146352929473,10.4431317216092,8.37270184208344,9.10377487749799,8.39896085545714,8.12967519181734,85,"High",113,"CA",41702,10.7,0.899999999999999,-1.7,8875,5434,-121.1995091,37.8775523
7167.4,8.4611840319171,388.87,9.60075756347966,9.37183500756909,11.9508883472551,8.67473882926225,6.46872198401222,8.45595985530051,8.45595985530051,10.0880225745205,6.22608600612833,8.09674332301637,9.96602173026347,7.8148354268308,8.0175041139245,8.47355586166306,8.09674332301637,64,"High",206,"CA",48278,23.3,6.5,-2.4,7795,11471,-121.9024392,37.3257508
6975.8,8.48922224635629,314.16,9.89485204365333,9.34381436059271,10.5058046639593,8.25317188720677,5.52352181613448,5.77755062503466,7.6866895364236,8.30299815304525,6.28968360318707,6.94195691136371,9.38755639282279,6.95748610490799,5.46569434459668,7.49689143107434,7.36138611023584,61,"High",234,"CA",47005,27.2,2.3,-12.8,2797,5039,-117.8536587,33.7177175
6780,10.1485898045345,622.24,9.94861037522375,8.58040715446333,11.6772128502167,9.6885984144205,5.6430239952029,5.80962950414033,9.10781379437473,9.52003410445885,6.38287252885346,8.06485297419624,10.0155949187738,5.80962950414033,7.7588864489364,6.85340433468759,9.39026446934002,36,"High",225,"CA",40251,18.4,2.7,-5.7,8623,7924,-122.364718,37.920827
5746,6.99193899395508,503.6,10.2220834484996,7.23469193175676,11.7467726711772,7.50541529871747,7.51802094992946,7.58383130014718,8.15639266263919,9.69862327200748,7.3662488062043,7.41499453294954,10.3521268065955,7.5107575944143,7.47546432746786,7.3400687379821,7.41499453294954,14,"High",199,"CA",30836,8.6,3.1,1.6,0,8278,-122.208722,37.720222
5670,8.47583348682556,388.87,9.60741673773676,9.37785132207333,11.95071624837,8.6788788725622,6.50637716568823,8.43113041263931,8.43113041263931,10.0927941069638,6.27065617504345,8.05965408259472,9.96816801280646,7.84498271049315,7.98159919918508,8.45931606653178,8.05965408259472,64,"High",206,"CA",48278,23.3,6.5,-2.4,7795,11471,-121.9010458,37.3256747
