"DistanceToAirport","Precipitation","DistanceToMilitaryBase","DistanceToLandfill","DistanceToFedCWP","DistanceToAg","DistanceToChem","DistanceToRubber","DistanceToTextile","DistanceToApparel","DistanceToFnB","DistanceToFurniture","DistanceToLeather","DistanceToMachinery","DistanceToMiscellaneous","DistanceToPaper","DistanceToWood","SOCTonsPerHA","PopDen","STUSPS","Median.Earnings.Inflation.Adj.2020","Bachelor.Degree.Percent.2020","Bachelor.5Year.Change","Bachelor.10Year.Change","Earnings.5Year.Change","Earnings.10Year.Change","Longitude","Latitude"
11.6174568809934,635.3,11.9246581057039,10.3969309260392,12.3650437970339,10.4029385742265,11.156993701259,10.0438609775577,11.9969690083009,12.5459740708117,11.3257270906283,11.4630651193098,12.1265365355598,10.0773854275573,10.0037298390347,11.5631386529873,10.6621816367032,169.42857361,39,"",0,0,0,0,0,0,-95.8749999997677,49.0416666666595
11.7397716315319,655.31,12.0869178060136,10.1633486340049,12.2838471243246,10.5977613323499,11.0796451978796,10.5495462666045,12.0144151283776,12.4313759501665,11.4649153059644,11.6936696998777,12.0647733858292,9.64566760503974,9.56073608091245,11.6946984211917,9.56942140327337,143.56190491,58,"",0,0,0,0,0,0,-95.3333333330967,49.0416666666595
10.738462498329,932.01,11.2883676056215,11.1906562061397,11.2587252415822,10.4220163289177,10.2596083584653,10.4206040638245,10.5723387430747,12.0243800457457,10.0584567640244,10.6029542766565,11.7173359578382,10.5003701345195,10.1438776706438,10.8568902103639,10.3094040487258,102.33333588,99,"WA",45500,25.5,4.3,-12,0,-8103,-123.083333333318,48.9999999999925
10.2958004053969,1120.05,11.2150819986998,11.0111669016309,11.1832254861259,9.47406624680565,9.51498967399403,9.54137446088159,9.95461233627136,11.9881061167264,7.68869451975061,10.0406432498899,11.6300958653881,9.76930658489695,8.36614285066917,10.4871416887321,9.5209286528968,24,127,"",0,0,0,0,0,0,-122.791666666649,48.9999999999925
11.4200265082292,2535.21,11.5046941962314,11.4870408972724,11.2623566543685,11.0095855385876,11.1454972352766,11.2100559584589,11.4425275606295,12.0643907235165,11.1279609081645,11.3153735590761,11.6971756760927,11.2507470564371,11.3622073457734,11.1835078994934,11.0092221603574,99.5681839,1,"WA",41786,7.4,4.5,-38.4,32572,-6566,-121.333333333304,48.9999999999925
12.1644881862352,448.79,11.9229778328029,11.2691916358614,11.3052725557306,10.2981174505461,11.0516519593841,11.9954899273913,12.1974999013887,12.5314242333113,11.1407998340255,12.2042616783393,12.2300768687837,11.2236567515967,11.0935319152588,11.4464861602924,9.59177776376259,61.82708359,20,"WA",31366,7.9,-4.2,-4.3,0,2239,-119.249999999954,48.9999999999925
11.8519191510151,938.06,11.4661922065398,10.3613306470985,12.1146423477756,9.19114606876707,10.7630809514212,11.8581035040153,12.0005123103902,12.8360184070111,11.9670899444481,11.8899216760336,12.0176278449383,11.2755093439517,11.8538446240956,11.5413010872469,10.4041196605175,72.79545593,45,"ID",31296,13.2,3.1,0.899999999999999,3958,6371,-116.374999999931,48.9999999999925
11.3539038271911,1517.04,12.3740958117091,11.3873234255709,10.5132785401732,11.4043020287811,11.3203591821537,10.2053891965802,12.6070582282472,13.1484305062584,11.5227347818794,12.4925534934083,12.6291313304448,11.4535264489157,12.109861373418,12.3414392209086,11.2530120889581,81.68182373,1,"",0,0,0,0,0,0,-113.74999999991,48.9999999999925
11.3699572713198,1215.05,12.3854383303905,11.4048212842717,10.4988408945805,11.3703870082656,11.3375462681126,10.0860494252309,12.6159645613611,13.1532794513443,11.5354249716586,12.5022982768758,12.6379154233202,11.4681932844245,12.1124124651222,12.3435015434963,11.2704217400956,83.09091187,1,"",0,0,0,0,0,0,-113.708333333243,48.9999999999925
11.4977232122164,588.51,12.336221660445,11.5383011812419,10.5864839093365,11.0961917817607,11.4729962812325,7.91024355494661,12.6768264956275,13.1869260295906,11.6372298189917,12.5688864596149,12.6979205052339,11.5837177880686,12.1376456593457,12.3393185129986,11.4110589963198,107.03125,1,"",0,0,0,0,0,0,-113.416666666574,48.9999999999925
12.0790601589257,401.34,12.0830786714246,10.9443379748036,11.7175849809556,10.6093581432734,12.0221261821834,11.4898664187024,12.9309843621569,13.3377159053451,12.0310538673316,12.8456336781513,12.9483872208207,12.0647045519405,12.3706546845901,12.074690583445,11.7699768471182,44.3181839,1,"",0,0,0,0,0,0,-112.041666666563,48.9999999999925
12.0542972385719,373.47,12.0571908149824,10.9091795150807,11.8517187668894,10.9620576788623,11.9140851978489,11.661157128802,12.971994029545,13.3636600532088,11.9970191472036,12.889967877001,12.9888169828522,12.0358849850353,12.4219098128621,12.046773075875,11.794673551875,43.52272797,1,"",0,0,0,0,0,0,-111.791666666561,48.9999999999925
12.0478827875825,356.68,12.0236494514251,10.9260759574759,12.013840009732,11.6196802193962,11.523157876655,12.0479512763883,13.0869036263984,13.4387592128792,11.9686649752924,13.0136370866594,13.1021570155981,12.0189527471113,12.4187633255119,12.0312148983281,11.9548172853897,71.72727203,1,"",0,0,0,0,0,0,-111.041666666555,48.9999999999925
12.160634650822,285.42,12.1149154095467,11.1059887287268,12.1060623206338,12.0713502401228,11.0228489927194,12.2927691840368,13.207540648963,13.5213509243387,12.0783586166119,13.142583481553,13.2212505738519,12.1279541798552,12.3147091545016,12.1388203260816,12.2022552003637,47.13636398,1,"",0,0,0,0,0,0,-110.166666666548,48.9999999999925
12.6338814278001,326.44,12.590228479617,11.2324358866628,11.9712618514858,12.3920322632495,11.9721042098387,12.3909957619487,13.4085672297096,13.707438379856,12.5015526743656,13.2569310909909,13.0081929687167,12.3909957619487,12.4011094090411,12.6169948113121,12.7464922527614,49,1,"",0,0,0,0,0,0,-107.91666666653,48.9999999999925
12.0984255970683,367.72,12.7436364419739,10.706794744338,11.6267520951403,12.1463267932314,11.5413110092966,12.7302533010716,13.1637031656172,13.7096287309516,11.8531957364539,12.9976916718249,12.7046868520216,12.1452659034896,12.7318824871402,12.9783301550207,13.0283713126906,46,1,"",0,0,0,0,0,0,-105.916666666514,48.9999999999925
11.3536598865179,390.9,12.0348462253664,10.4913782319297,11.4799457631038,10.4054005354027,11.4219630390204,12.1449820672522,12.7556135367635,13.5233779246446,11.7047006548488,12.627739414543,12.3920834812982,11.4984926195048,12.1449820672522,13.014822329919,12.6638818494315,52.7946434,1,"",0,0,0,0,0,0,-103.458333333161,48.9999999999925
11.5227074048463,433.08,11.8154269623354,9.58033906057014,11.7597284119584,10.7154645440504,11.5461150895403,11.9595917422465,12.6504118724156,13.4835492636521,11.8994784140112,12.555562937326,12.3742719057077,11.6250330340997,11.9595917422465,12.9737078848108,12.5908346164384,48.1428566,1,"",0,0,0,0,0,0,-102.958333333157,48.9999999999925
11.338775569552,454.15,11.0902900358354,11.3904292681732,12.0240933674822,9.69553569090206,11.3551423610069,11.3956993105286,12.279860796239,13.3657353050575,11.3768406739328,12.4080202842899,12.4560656180437,11.0675336201421,11.3956993105286,12.7555220134942,12.4301975723447,70.14286041,1,"",0,0,0,0,0,0,-101.499999999812,48.9999999999925
11.6900730752004,551.59,10.6587582038128,10.9248784834584,12.3469748790414,10.8304135502783,10.1707748668381,11.2465449567016,11.9808191635613,12.8509355199943,10.8418861449465,9.94329765948511,12.4394643933425,11.2465449567016,11.5655527211054,11.7299874270063,11.0899530079464,108.57142639,20,"ND",40341,7.9,-4.3,-6.8,0,5437,-97.4999999997807,48.9999999999925
11.5550507998206,628.58,11.7111681451966,10.7222892900392,12.4227652029676,10.6744461779136,10.8170132485457,10.6483426413055,11.9967485027125,12.6227395946023,10.939684125367,11.1249505434042,12.1777935895198,10.6462686401038,10.4736679104915,11.4963825614573,11.1756832213496,83.7142868,1,"",43289,15.8,-0.599999999999998,-5.4,0,12048,-96.2916666664377,48.9999999999925
11.6062348794427,635.38,11.9513422171467,9.95063188259675,12.3203285124037,10.1481481653489,11.2372644708291,9.76355547752388,11.966903892911,12.5004964717344,11.2955673291742,11.4934432969909,12.0784827032305,9.77467528124306,9.95908901945533,11.5529839762669,10.2987206121616,136.40908813,58,"",0,0,0,0,0,0,-95.7083333330997,48.9999999999925
10.2544697122326,1109.33,11.1581367770504,10.9664362641213,11.1241672293984,9.61819751941612,9.30236953970151,9.59548768820057,9.93214028501762,11.9640681896507,8.76033109898437,10.0022869852876,11.603973345989,9.7751095838708,8.97292371924643,10.4494361644895,9.38176458898006,7,93,"",0,0,0,0,0,0,-122.833333333316,48.9583333333255
12.1033859501794,381.92,12.0373388961722,11.1430115825813,10.9937441028142,10.0742816905286,10.9774882249378,11.9230705582805,12.1778076275894,12.4556563661647,11.0292382821894,12.2519363496239,12.2883909319786,11.1029034895847,10.9938005129279,11.6202586708047,9.12267407929538,30,20,"WA",31366,7.9,-4.2,-4.3,0,2239,-119.541666666623,48.9583333333255
12.154736722981,508.2,11.8725384715409,11.2452264676271,11.3628319921501,10.2250845938343,10.9236384445825,11.9844031491084,12.1749979712757,12.5408603139267,11.1057339369272,12.1663055532996,12.1924628657239,11.1956598897905,11.052356430717,11.3626922120332,9.84755414661448,124,20,"WA",31366,7.9,-4.2,-4.3,0,2239,-119.16666666662,48.9583333333255
12.1148085658376,450.6,11.770281361535,11.2473342725372,11.5231281628959,10.5303646146445,10.7417640286906,12.0275275474044,12.1444872216523,12.586499161498,11.208030563286,12.1177343998735,12.1395646896162,11.2942596123196,11.1543321827875,11.1941960893336,10.4355629580618,31,20,"WA",31366,7.9,-4.2,-4.3,0,2239,-118.958333333285,48.9583333333255
12.0319783165792,537.25,11.564090523101,10.9288447782821,11.760800130814,11.0195426950008,10.6049853087058,12.0487304949463,12.0516525488365,12.6397029373087,11.4273051114819,12.0377501806239,12.0484185216497,11.0968770912387,11.3811623208229,10.8489069755289,10.4274595212166,24,1,"WA",38750,14.8,2.4,5.3,0,17708,-118.583333333282,48.9583333333255
11.8819054873192,686.7,10.9913473303296,10.8956155512047,12.1951645572006,11.1818770364562,10.791773196796,11.8555204659981,11.8852847140183,12.6986019842429,11.8440289342231,11.8795302428392,11.8903298263881,10.8181856296801,11.6311138354539,10.8284678570871,10.7939150682521,17,39,"WA",37485,14,3.5,-8.2,5020,7894,-117.624999999941,48.9583333333255
11.7927734662547,1240.8,11.2475772636382,10.5183769751462,12.2157791117518,9.41259305292634,10.7259082154608,11.7990984059725,11.9252265159343,12.7929515173106,11.8919730727457,11.8361206916307,11.938604856334,11.210178607593,11.741191910771,11.3696264648403,10.5609256608475,63,20,"ID",31296,13.2,3.1,0.899999999999999,3958,6371,-116.6666666666,48.9583333333255
11.5395898945659,451.78,11.8908358295094,11.0593307263481,11.5550789613005,11.1507829265556,11.1092417265336,11.825680486223,12.2398191816648,12.9614008374882,11.6232700429001,12.0949888676117,12.265569238685,11.5662811540532,12.1805837428081,12.0212000567685,9.56730254668065,60,20,"MT",0,6.3,-0.5,-14.2,0,0,-115.249999999922,48.9583333333255
11.1860548375436,1587.06,12.2187481751948,11.188776825229,10.8522158727658,11.7386920075168,11.1408216363614,11.0624666507847,12.486711086263,13.0836271891374,11.3813987373249,12.3597794594443,12.5106864386736,11.2906668302752,12.0756711662655,12.3101800867664,10.8531123895482,64,1,"MT",17875,32.7,20.1,-19.9,0,0,-114.249999999914,48.9583333333255
11.3593567184848,1272.63,12.3680205784687,11.4000476661776,10.3528311905472,11.2890156338869,11.3284495170478,9.8216406558124,12.6266215476973,13.1579306124371,11.523283186903,12.5132012174921,12.6486722839929,11.4584898364952,12.0931939830218,12.328196527587,11.2583843986277,61,1,"MT",40268,28.4,6.7,-12.8,0,18046,-113.624999999909,48.9583333333255
11.588104228551,571.7,12.2656546271654,11.6058217978359,10.755824982585,10.7594908482915,11.5685080134695,9.68914810557809,12.7212295803527,13.2108572668013,11.7073674066671,12.6169147221085,12.74186849319,11.6642496126801,12.1458109417744,12.2678387778048,11.5119990433934,57,1,"MT",36765,11.4,-7.4,-11.1,0,9478,-113.166666666572,48.9583333333255
11.9403176524469,403.35,12.1142979502101,11.0924460017627,11.4636017441221,9.64350114489091,11.9254390181157,11.1632562144527,12.8624454653784,13.2942127068348,12.0115127966731,12.771026755648,12.8809588639118,11.9890711084785,12.278628158689,12.1103395520212,11.7339567396474,27,1,"MT",36765,11.4,-7.4,-11.1,0,9478,-112.416666666566,48.9583333333255
12.0104981019065,419,12.0013130076636,10.9528367065993,11.9904487878178,11.2956759330922,11.7375080893336,11.8525691450825,13.0215419388509,13.3945643114228,11.939914413356,12.9432445383422,13.0377568035778,11.9862316197756,12.4691884162849,11.9983621066271,11.8229256319254,37,1,"MT",43958,38.7,13.7,27.8,0,24427,-111.458333333225,48.9583333333255
12.2150702650228,311.31,12.1640952122152,10.7975585696738,12.0745435272658,12.1171497399761,10.9095409028071,12.2475716115108,13.2537123247344,13.5531109570934,12.1356309460667,13.1916453742785,13.2491995415461,12.1825759806313,12.2693324489521,12.192480626452,12.2946146395984,22,1,"MT",37207,21.7,4.8,-1.3,6368,5235,-109.791666666545,48.9583333333255
12.2239929541405,310.49,12.1728112967654,10.7799004585533,12.065708345468,12.1184353133336,10.920615384466,12.2458981940909,13.2589257794007,13.5567867469151,12.1452090495312,13.197184739774,13.2441968990074,12.1916766656655,12.2675329271383,12.2014473104126,12.3061826564452,22,1,"MT",37207,21.7,4.8,-1.3,6368,5235,-109.749999999878,48.9583333333255
